"1816" "1817" "1818" "1819" "1820" "1821" "1822" "1823" "1824" "1825" "1826" "1827" "1828" "1829" "1830" "1831" "1832" "1833" "1834" "1835" "1836" "1837" "1838" "1839" "1840" "1841" "1842" "1843" "1844" "1845" "1846" "1847" "1848" "1849" "1850" "1851" "1852" "1853" "1854" "1855" "1856" "1857" "1858" "1859" "1860" "1861" "1862" "1863" "1864" "1865" "1866" "1867" "1868" "1869" "1870" "1871" "1872" "1873" "1874" "1875" "1876" "1877" "1878" "1879" "1880" "1881" "1882" "1883" "1884" "1885" "1886" "1887" "1888" "1889" "1890" "1891" "1892" "1893" "1894" "1895" "1896" "1897" "1898" "1899" "1900" "1901" "1902" "1903" "1904" "1905" "1906" "1907" "1908" "1909" "1910" "1911" "1912" "1913" "1914" "1915" "1916" "1917" "1918" "1919" "1920" "1921" "1922" "1923" "1924" "1925" "1926" "1927" "1928" "1929" "1930" "1931" "1932" "1933" "1934" "1935" "1936" "1937" "1938" "1939" "1940" "1941" "1942" "1943" "1944" "1945" "1946" "1947" "1948" "1949" "1950" "1951" "1952" "1953" "1954" "1955" "1956" "1957" "1958" "1959" "1960" "1961" "1962" "1963" "1964" "1965" "1966" "1967" "1968" "1969" "1970" "1971" "1972" "1973" "1974" "1975" "1976" "1977" "1978" "1979" "1980" "1981" "1982" "1983" "1984" "1985" "1986" "1987" "1988" "1989" "1990" "1991" "1992" "1993" "1994" "1995" "1996" "1997" "1998" "1999" "2000" "2001" "2002" "2003" "2004" "2005" "2006" "2007" "2008" "2009" "2010" "2011" "2012" "2013" "2014" "2015" "2016" "2017" "2018" "2019" "2020" "2021" "2022"
"77" 29342.75 29836.07 29738.46 30152.9 31050.87 31644.27 32250.63 33061.2 34220.98 35766.54 37032.43 37910.31 39112.94 39694.19 39486.31 39554.66 39628.19 39607.96 39917.71 40562.36 40991.62 40607.7 40650.1 41199.31 41396.1 41993.04 42522.21 43346.71 43996.4 44131.93 44263.66 43861.89 43408.78 42964.27 43307.35 44651.22 45800.92 45839.45 44862.82 44305.56 44865.07 45563.94 45977.84 45955.54 45912.48 47309.01 47992.51 49648.75 50438.18 49876.49 50237.61 50961.8 50966.82 49563.43 51033.63 52569.42 54372.42 54716.99 53960.26 54131.75 54220.23 54305.02 54091.31 53479.27 53677.93 54968.14 56428.75 57147.71 57217.44 57832.06 59679.36 61637.79 62190.51 61349.81 60637.01 61659.17 62772.5 62651.08 62221.51 60974.76 61252.52 64890.42 66403.04 65128.74 62563.48 61637.15 65627.37 66590.19 63723.09 64477.31 65271.93 70080.83 69901.83 63615 64150.83 65052.17 69569 72752.34 58404.17 58079.99 60159.83 64328.32 66307.83 63754.04 76400.66 77589.5 78779.64 77924.83 74628.99 78100.33 81987.17 84883.5 86430.67 84281 82470.67 80906.82 82895 85106.83 85656.16 85986.33 90868.5 95351.17 97098.77 90488.81 91203.38 90853.87 91047.81 90161.75 90579.1 90893.61 97809.45 104483.71 101476.37 103396.36 118001.67 116575.6 122320.78 125847.2 125318.46 125772.55 126232.08 128908.02 130139.5 135996.58 137590.36 139516.83 144326.52 145411.91 146836.74 151572.77 153979.57 155463.09 154963.38 157388.66 161548.71 167075.64 167908.81 170746.92 177547.52 178420.11 179678.46 186339.79 193580.8 199963.44 199949.99 200342.9 203506.3 204521.64 206799.9 209324.82 213785.41 213992.36 212148.87 212486.78 220935.87 218847.63 193482.31 116450.55 118979.25 131670.8 139155.17 222219.51 260331.81 256408.29 250091.78 250726.55 255306.43 255909.5 257297.89 260493.89 260652.88 264183.68 270239.45 266995.76 261375.98 256821.96 255078.68 249812.45 247045.03 244842.78 243869.15 243422.82 211803.14 232076.45 247873.27 258886.3 260028.73
"78" 25639.48 26301.39 26397.57 26272.18 26609.57 27582.51 28323.22 28936.85 29640.53 30591.19 31840.55 32999.56 33806.74 34154.81 34024.05 34445.25 34946.1 35305.53 35409.19 35485.04 36167.82 36065.28 35660.26 36300.46 36753.41 36967.09 37458.67 37717.66 38640.6 39264.13 39297.08 39142.32 38684.66 38298.78 37941.23 38690.81 39908.96 40545.32 40350.23 39105.42 39079.37 40009.23 40173.78 40391.21 40572.68 41492.19 42036.96 42600.42 44110.73 44455.66 44163.23 44970.85 45528.12 44051 43713.38 44769.42 46920.22 48883.65 48908.16 47682.45 47869.4 48475.83 48483.2 48103.11 47525.47 48014.55 49382.71 50594.78 51162.32 50973.48 51930.54 53927.52 55401.86 55936.64 54574.93 53783.2 54758.09 55563.42 55818 55378.32 54297.46 54877.32 58232.47 59223.01 57422.57 55070.85 54688.44 58424.09 59136.01 56421.01 57123.52 57387.67 62709.67 62455.83 56347 56823.17 58101.33 62339.92 55288.16 52428.66 52104.17 53793.99 58254.84 58424.02 66988.67 68738.17 69361.15 70766.83 70094.99 67076.66 70257.84 73331.33 76482.33 77498.83 76110.83 74511.31 73110.16 75307 77412.17 77977.5 77943.66 82223 86212.28 84829.44 83113.38 83905.62 83814.7 83518.02 82878.21 84319.91 87787.35 89945.88 96696.24 93315.6 95345.76 108508.04 107561.15 112652.62 116461.09 116334.61 116692.19 117458.97 120356.51 121649.1 126959.15 128833 131157.38 135539.12 136556.34 138152.15 142992.36 145479.19 146387.99 145615.03 148124.7 152542.21 157825.56 158939.03 161608.16 167988.78 169224.96 170817.28 177488.79 184679.87 190867.47 190744.17 191172.31 194193.01 195377.53 197815.54 200352.42 204995.34 205675.15 204316.31 205143.19 213757.44 212003.79 187455.45 112812.5 115357.22 127607.85 135061.1 215832.05 252969.42 249781.37 244154.42 244655.37 249126.11 250297.49 252059.67 254729.78 254393.7 258064.01 264279.27 261073.81 255310.59 251530.18 250267.98 245113.65 242555.1 240363.55 239365.12 238991.48 207548.55 227359.68 243011.66 253653.72
"79" 24230.72 22975.27 23063.19 23143.86 22845.15 23371.79 24559.01 25174.24 25785.56 26315.28 27178.81 28303.17 29098.15 29669.33 29386.56 29645.55 30432.73 30816.86 31520 31389.38 31411.66 31605.75 31325 31466.93 32094.81 32543.56 32581.29 32834.27 33218.89 34200.58 34857.44 34534.24 34155.39 33796.5 33627.29 33876.21 34392.68 34884.48 35178.25 34929.8 34475.88 34607.19 34840.33 34925.74 35393.85 36281.9 36421.45 36896.34 37268.79 38568.21 39369.34 39262.72 39735.18 39021.52 38624.61 38394.32 39858.81 41562.09 43430.66 43138.02 42194.53 42764.22 42800.27 42620.3 42454.52 42356.24 42771.46 43722.38 44841.9 45347.4 45545.35 46541.24 47858.35 49343.21 49629.77 47927.65 46955.66 47796.1 49146.23 49278.09 47732.6 47214.53 48512.51 51114.61 51624.92 50040.42 48384.53 48042.9 51227.95 51793.66 49577.43 49954 50319.33 55748.33 55811.5 49415.17 50456.83 51518.49 46728.5 49090.15 46534.32 46036.99 48152.33 50018.98 59990.16 59792 60829.81 61652.83 63025.99 62215.83 59500.17 62406.17 65509.5 67699.83 69399.5 68119.81 66608.66 65428.5 67855.66 69771.17 69830.67 69909.83 73686.29 74352.5 76364.29 74745.42 75673.15 75205.98 75081.11 76412.98 81150.4 79825.13 82423.29 88125.66 85158.15 86866.93 99179.99 98038.82 103321.49 107233.14 106895.33 107711.2 108761.85 111592.24 112635.68 118029.18 120163.45 121813.68 126219.75 127416.23 129092.09 133899.15 135843.94 136418.09 135768.2 138731.56 143128.23 148145.74 149686.88 152581.8 158381.95 159572.77 161472.12 168200.88 175333.21 181119.22 181026.54 181431.74 184560.63 185829.43 188310.56 191273.14 196044.69 197043.93 196268.27 197432.34 205953.97 204510.72 180761.19 108812.76 111303.97 123213.44 130574.31 209067.17 245297.14 242718.89 237506.91 237891.24 242505.55 244242.58 245843.64 247928.86 247534.5 251104.59 257118.57 254709.34 249525.18 245682.68 244459.98 239457.7 237071.39 234970.32 234774.35 234273.73 202956.17 222536.22 237971.38
"80" 19198.81 19173.76 19295.75 19499.68 19573.16 19711.36 20030.67 20379.11 20845.49 21455.81 22037.2 22708.12 23491.28 24129.08 24724.99 25348.88 25709.6 26069.89 26451.26 26681.54 26919.07 26685.39 26355.24 26497.65 26653.99 26842.81 27066.04 27288.05 27672.59 28190.77 28701.41 28820.65 28729.42 28642.99 28707.52 28917.63 29090.73 29188.18 29058.76 28771.77 28813.3 29093.52 29044.05 28878.43 29086.96 30101.31 30744.33 31509.31 32148.88 32620.82 33107.1 33545.77 33834.32 33062.05 33052.38 32748.48 33312.45 34419.75 35459.81 36309.69 36838.5 37339 37410.52 36909.69 36258.37 35863.61 35796.91 35961.06 36351.57 37021.94 37868.52 38997.78 39814.2 40668.18 41615.82 42119.07 41698.33 41069.98 42815.33 43781.33 43548.04 43159.62 42015.24 43611.64 44926.65 43602.73 43267.62 44094.31 44691.58 44678.85 44848.19 45229.24 45564.17 45610.28 47465.01 47439.66 45767.44 46297.7 39873.91 41469.04 42381.96 40669.21 40193.48 40604.48 51234 52628.77 52944.6 54261.12 55052.02 56006.86 55547.78 53167.55 54961.59 58063.1 60606.82 61460.18 61460.36 61026.14 60043.5 60315.63 62186.37 63707.26 64712.64 65697.85 67872.05 67274.48 65616.88 67258.21 66338.82 66165.31 70785.98 73270.78 73047.08 74530.46 78806.93 76045.89 78950.93 90216.19 89899.28 94112.2 96987.06 98248.68 100069.3 101309.85 102911.29 104207.97 109426.76 110767.16 112309.58 115702.88 117184.75 118737.2 122404.84 123536.96 124339.56 125758.68 128956.46 132741.41 138164.65 139350.76 142259.22 149061.77 150268.96 151775.28 157606.24 163992.42 170526.58 171148.06 171852.27 174655.9 176316.02 179344.78 182469.76 187433.61 188325.25 187717.3 188894.72 197667.05 196734.1 173964.42 104869.9 107373.66 118934.89 124892.95 200075.89 235779.29 232830.3 227718.83 227469.55 231591.28 232892 233179.04 234949.32 235083.04 237659.15 243506.2 239868.76 237551.04 238849.01 237714.17 233581.18 231951.25 229638.89 229300.97 228213.85 197381.85 216880.07
"81" 16298.43 16238.94 16317.51 16486.51 16529.53 16628 16894.27 17153.43 17462.89 17863.76 18249.35 18738.64 19356.15 19883.58 20394.15 20961.75 21368.53 21822.52 22255.53 22535.19 22822.27 22650.32 22363.43 22493.78 22617.87 22721.45 22817.85 22923.44 23191.09 23619.86 24107.24 24258.13 24208.93 24171.91 24264.71 24441.99 24552.25 24577.9 24413.73 24162.17 24252.97 24558.4 24531.68 24351.76 24475.31 25252.09 25718.43 26316.67 26842.24 27271.54 27741.41 28166.55 28404.39 27722.39 27640.15 27274.53 27692.64 28591.96 29488.61 30307.58 30911.61 31570.98 31888.75 31660.26 31200.4 30861.96 30691.52 30645.03 30786.32 31222.35 31916.76 32751.5 33607.07 34275.47 34835.47 35252.51 35516.4 35182.21 34908.27 36366.9 37434 37618.15 36961.63 35733.98 36824.84 38054.13 37367.53 37092.52 37745.71 38165.84 38162.51 38166.43 38742.72 39011.5 39178.28 40644.68 40981 39577.94 33388.17 34078.38 35634.77 36094.67 34752.01 34204.58 42592.01 44556.37 45397.78 45863.17 47133.11 47700.12 48510.41 47919.31 46257.98 47193.7 50542.37 52828.97 53576.37 53794.76 53670.76 52890.32 53014.18 54938.52 56210.62 54271.42 56439.11 58468.34 58474.74 56973.43 58078.39 57766.11 60978.26 63133.23 65966.9 65010.72 66509.91 70280.28 68124.36 70484.8 80907.5 81076.79 84627.46 87522.87 88997.36 90842.35 91972.57 93936.14 94900.93 99199.13 101048.11 102604.38 105945.63 107469.58 108739.03 112263.2 113484.64 114563.78 116020.52 118880.02 122640.58 127619.08 129020.97 132248.55 138729.56 140015.56 141630.97 147004.34 153316.21 159513.26 160337.77 161266.54 164102.63 166240.4 169567.36 172864.63 177784.01 178991.75 178677.94 180045.88 188551.56 187962.6 166192.48 100241.62 102815.59 113917.98 119619.7 191971.96 226259.25 223570.79 219028.3 219220.84 223437.85 224990.41 225280.62 227175.34 227400.87 230089.2 235865.9 232334.22 230463.79 231609.46 230788.52 226789.95 225548.95 223527.16 221753.33 220357.81 191300.65
"82" 13603.24 13536.93 13588.17 13718.81 13725.36 13787.76 14009.08 14216.35 14438.87 14698.01 14930.03 15260.13 15710.92 16107.24 16507.68 16974.31 17362.28 17854.56 18317.57 18633.71 18963.66 18865.71 18631.4 18766.38 18888.94 18949.38 18975.09 18991.86 19134.36 19446.61 19862.14 19997.71 19970.14 19978.24 20109.42 20296.84 20393.72 20370.26 20165.73 19914.51 20007.61 20320.14 20335.02 20189.78 20286.14 20895.64 21231.6 21674.66 22046.35 22410.19 22850.15 23225.89 23433.18 22861.72 22741.9 22354.58 22663.18 23376.99 24094.98 24799.83 25373.09 26061.9 26513.92 26514.77 26286.42 26096.64 25965.08 25831.65 25785.83 25997.65 26487.83 27179.98 27778.67 28472.01 28889.14 29021.98 29260.45 29570.69 29491.55 29093.87 30537.55 31914.14 31883.53 31143.62 29904.83 30835.11 32219.6 31711.47 31410.03 31914.77 32257.65 31934.78 32039.75 32457.56 32931.17 32908.78 34592.18 35021.66 28039.62 27990.02 28719.36 29729.04 30342.99 29132.65 35303.54 36515.6 37842.1 38803.56 39310.86 40199.25 40737.7 41238.28 41066.9 39130.43 40508.81 43428.39 45433.21 46266.12 46691.73 46663.58 45927.04 46270.85 47864.74 46477.7 45921.27 47886.03 50033.67 49929.24 48310.37 49763.91 52596.58 53795.01 56206.7 57959.12 57219.06 58467.04 62049.41 59957.09 62537.72 72233.3 71956.77 75353.61 78329.37 79853.9 81512.94 82902.84 84553.16 85051.72 89516.46 91275.48 92910.8 96141.78 97441.37 98764.48 102077.51 103467.65 104659.34 105890.61 108797.27 112161.23 116894.11 118716.47 121881.94 127999.83 129471.99 130876.38 136135.59 142080.89 148099.28 149176.55 150108.28 153446.2 156001.7 159356.97 162609.9 167608.32 169131.64 169113.38 170754.91 179037.7 178532.83 157931.65 95360.51 97850.71 108465.02 114118.66 183086.84 215771.78 213729.98 210011.39 210316.49 214811.35 216343.05 216646.34 218691.93 219137.91 221825.03 227444.19 224457.81 222388.5 224175.22 223675.12 219356.4 217872.09 215581.1 213782.29 212526.48
"83" 11138.97 11105.5 11145.34 11242.12 11217.33 11240.06 11411.59 11578.16 11761.13 11946.36 12073.28 12276.57 12582.3 12843.86 13121.4 13473.04 13793.39 14257.65 14722.55 15063.85 15417.34 15394.24 15229.8 15370.93 15495.02 15546.93 15548.92 15519.92 15566.63 15754.65 16060.77 16143.78 16111.98 16147.69 16306.83 16512 16632.46 16607.05 16381.31 16114.72 16164.75 16442.05 16493.09 16405.87 16518.95 17022.77 17273.88 17598.37 17835.76 18079.21 18463.47 18800.23 18960.87 18506.92 18382.96 18000.91 18225.51 18793 19352.03 19907 20378.93 21003.11 21475.52 21610.84 21591.21 21596.67 21586.54 21488.25 21362.93 21397.48 21671.66 22165.63 22648.16 23125.52 23580 23651.74 23675.78 23951.14 24425 24169.67 23905.46 25420.09 26384.7 26255.01 25465.67 24466.63 25552.66 26806.17 26258.16 25942.07 26420.64 26488.23 26463.26 26482.08 26937.56 27228.67 27556.11 29264.34 24525.12 23086.5 23162.75 23447.37 24537.91 25088.15 29645.57 29831.19 30487.43 31842.14 32815.29 33037.05 33725 34009.91 34684.04 34088.68 33043.04 34246.04 36740.69 38538.64 39493.59 39935.22 39876.14 39495.72 39649.28 38942.86 38664.77 38222.34 40274.33 42029.3 41572.32 40754.99 44679.12 45769.69 47332.55 48756.75 50413.52 49555.78 50875.19 53861.45 52433.29 54990.14 63161.94 63266.67 66634.38 69369.23 70788.54 72654.89 73577.46 74695 75854.29 79935.24 81719.27 83348 86107.58 87548.27 88851.62 91972.74 93429.84 94482.15 95834.89 98382.15 101606.22 106503.69 108284.42 111303.33 117178.55 118370.66 119960.78 124856.14 130535.99 136376.93 137416.62 139035.64 142658.69 145196.95 148530.19 152025.44 157109.59 158769.23 159039.31 160899.06 168640.95 168384.33 149074.92 89998.94 92442.17 102787.24 108024.18 173267.27 204780.22 203611.14 200295.77 200867.45 205321.97 206813.97 207366.3 209548.4 210051.7 212714.08 218529.39 215661.11 214148.95 215810.65 215423.47 211614.31 209394.47 206799.06 205490.8
"84" 8942.94 8970.4 9026.8 9094.04 9050.98 9041.59 9151.24 9275.34 9439.95 9596.54 9666.9 9782 9974.3 10120.18 10279.14 10513.77 10748.32 11134.33 11562.1 11910.77 12270.06 12310.04 12221.28 12378.05 12491.61 12541.91 12559.66 12518.77 12514.5 12608.18 12786.71 12790.97 12738.85 12779.18 12942.63 13152.65 13298.27 13305.55 13102.27 12829.37 12810.33 13011.67 13069.17 13039.03 13187.12 13632.96 13836.07 14077.84 14225.55 14353.18 14623.82 14919.72 15063.89 14696.92 14590.21 14238.87 14391.94 14841.41 15277.9 15702.2 16049.71 16550.59 16964.87 17137.96 17252.38 17436.83 17584.95 17583.78 17484.98 17434.71 17517.9 17792.91 18122.24 18517 18811.65 18960.53 18957.98 19024.66 19421.94 19689.66 19519.74 19598.44 20661.68 21274.45 21031.81 20499.33 20038.21 20915.36 21801.31 21318.72 21096.08 21341.56 21563.05 21496.43 21618.41 21824.89 22369.33 22815.44 20062.81 19820.36 18779.31 18538.01 18835.13 19829.79 25127.78 24678.93 24472.94 25210.56 26485.08 27183.86 27252.67 27704.23 28201.68 28271.5 28286.13 27421.67 28505.58 30676.31 32419.63 33356.1 33581.45 33844.82 33392.35 31733.51 31765.91 31582.45 31526.98 33253.55 34334.86 34327.73 36046.22 38330.31 39701.71 40424.55 41836.14 43079.39 42607.16 43542.89 46445.3 45487.61 47401.83 54633.92 55037.23 58202.31 60540.57 62167.61 63599.36 63967.11 65645.6 66875.36 70724.83 72420.52 73684.85 76278.3 77689.45 78973.12 81951.9 83277.28 84400.13 85526.62 87916.23 91416.55 96053.71 97700.74 100643.16 105803.67 107166.94 108772.06 113446.14 119058.98 124555.27 126039.74 128055.62 131544.2 134015.53 137583.92 141039.38 146036.43 147972.61 148506.2 150248.46 157673.29 157679.61 139546.9 84266.95 86851.89 96540.61 101398.74 163299.83 193520.48 192812.75 190040.09 190650.74 194914.7 196661.35 197480.53 199604.03 200203.01 203116.56 208542.96 205943.13 204354.72 206357.97 206603.45 202821.62 200270.64 197950.46
"85" 7075.39 7153.36 7244.41 7300.41 7250.68 7224.11 7272.64 7344.52 7497.24 7644.39 7686.04 7752.25 7869.07 7927.95 7993.94 8125.25 8267.77 8556.16 8921.28 9247.15 9589.3 9680.7 9659.76 9832.42 9933.65 9973.34 10017.57 9992.31 9972.58 10017.1 10088.9 10005.78 9924.69 9956.05 10095.85 10285.68 10437.91 10477.5 10327.56 10082.7 9995.67 10100.38 10133.92 10134.45 10312.37 10723.47 10903.52 11090.87 11191.25 11233.9 11392.54 11610.6 11753.33 11468.78 11382.98 11075.65 11170.98 11519.06 11857.83 12187.08 12439.77 12805.32 13116.8 13263.77 13433.16 13728.47 14010.79 14125.85 14101.39 14058.91 14024.55 14097.69 14263.49 14555.36 14803.72 14860.55 14922.53 14943.69 15126.79 15349.8 15659.85 15773.44 15562.15 16219.53 16583.91 16508.15 16394.53 15998.41 16545.56 17279.37 16986.55 16670.58 17058.72 17183.04 17230.1 17198.41 17628.56 18235 15318.95 15971.44 15853.73 14769.14 14709.33 14872.08 19751.14 20536.51 19853.11 19926 20614.39 21537.54 22001.34 21905.58 22601.67 22635.14 23175.29 23110.12 22345.08 23459.41 25423.32 26922.16 27586.34 27986.31 28223.34 26384.68 25365.36 25312.72 25511.21 25550.07 26672.51 27827.72 29780.56 30450.07 32737.49 33401.55 34160.28 35155.52 36424.63 35854.22 37032.32 39697.63 38574.65 40540.07 47033.12 47516.49 50080.92 52390.99 53656.37 54465.74 55407.25 57111.06 58345.3 61804.98 63084.44 64355.79 66770.64 68169.71 69479.6 72102.89 73507.85 74440.25 75577.46 78086.51 81437.98 85717.1 87292.4 89750.89 94734.29 96070.73 97662.95 102071.47 107347.91 112986.51 114796.1 116787.4 120016.68 122756.35 126355.26 129764.76 134691.09 136795.61 137256.9 139024.65 146124.87 146245.45 129446.7 78366.22 80828.12 89816.86 94605.29 152931.56 181581.35 181382.86 178936.2 179550.51 183820.54 185900.09 186698.23 188724.56 189793.83 192488.52 197653.52 195192.74 194482.16 196714.87 195865.42 191935.35 190242.78
"86" 5563.42 5674.08 5786.77 5849.57 5814.27 5782.52 5784.43 5804.64 5934.07 6076.69 6103.42 6143.66 6222.84 6230.68 6233.79 6290.18 6351.15 6536.05 6828.88 7111.28 7407.5 7530.32 7568.89 7749.08 7838.04 7868.05 7926.71 7923.57 7916.43 7945.84 7953.76 7809.25 7694.06 7705.09 7807.57 7951.33 8083.74 8138.04 8040.41 7850.25 7731.21 7744.56 7734.83 7735.14 7912.94 8291.56 8461.82 8616.91 8699.53 8695.22 8769.74 8916.98 9026.91 8825.27 8768.99 8507.33 8555.29 8816.6 9072.16 9328.7 9526.51 9792.86 9997.92 10082.8 10249.04 10578.64 10926.91 11131.69 11197.46 11205.43 11141.35 11084.37 11102.42 11279.89 11464.85 11515.88 11499.54 11543.04 11668.86 11736.18 11996.35 12557.64 12475.92 12164.32 12626.76 12967.04 13104.24 12899.49 12445.79 12836.77 13496.72 13239.14 13151.57 13451.05 13622.71 13475.43 13641.75 14126.39 11978.72 11984.32 12612.24 12274.28 11560.02 11429.36 14798.14 15863.78 16199.75 15771.22 16021.89 16535.74 17153.21 17407.92 17551.36 17732.97 18216.76 18618.14 18496.08 17921.93 19012.11 20701.21 21874.58 22627.72 22971.21 21951.89 20671.63 19862.6 20089.12 20271.06 20051.35 21257.76 23728.15 24769.14 25689.75 27147.25 27770.35 28178.93 29210.78 30100.81 29936.45 31144.83 33129.73 32342.57 34203.86 39880.13 40235.34 42675.63 44416.13 45081.96 46402.09 47440.81 49082.77 50215.93 53017.79 54330.49 55588.84 57730.64 59063.16 60209.23 62728.06 63955.37 64813.4 66332.69 68720.48 71741.56 75662.78 76825.87 79235.23 83744.33 85094.29 86671.13 90675.56 96232.95 101785.44 103448.96 105288.42 108609.08 111470.05 114871.22 118141.83 123061.33 125016.05 125552.33 127402.15 133928.79 134250.03 119212.23 72246.99 74513.95 83073.03 87738.98 142220.83 169321.15 169257.44 167071.17 167840.82 172152.89 174114.04 174878.99 177299.53 178348.17 180941.72 185786.21 183668.1 182996.38 184654.3 183788.36 180742.97
"87" 4358.61 4485.17 4607.83 4674.54 4667.97 4651.26 4625.79 4605.26 4700.51 4825.74 4847.59 4875.14 4937.43 4928.68 4899.43 4906.34 4910.42 5005.13 5213.62 5441.42 5679.32 5799.8 5879.15 6068.08 6147.07 6168.53 6232.27 6242.11 6253.98 6293.77 6276.22 6109.12 5972.91 5951.76 6012.35 6102.74 6191.29 6236.1 6173.02 6036.73 5927.24 5890.59 5831.77 5807.03 5954.6 6281.54 6447 6586.31 6666.57 6648.51 6674.63 6767.26 6842.38 6694.16 6661.11 6454.22 6470.37 6656.87 6840.93 7033.42 7193.35 7402.49 7536.53 7553.32 7673.69 7980.79 8328.13 8567.31 8704.72 8783.39 8742.75 8648.14 8574.84 8638.1 8739.64 8763.74 8741.68 8705.04 8825.56 8877.53 8994.9 9470.64 9796.37 9538.32 9226.62 9675.97 10111.16 10148.12 9898.9 9485.93 9747.63 10253.54 10220.13 10108.24 10429.38 10428.88 10464.26 10711.92 9072.03 9179.47 9253.05 9506.36 9356.69 8764.09 11147.55 11670.35 12327.61 12672.28 12474.66 12593.46 12893.77 13263.47 13608.88 13423.01 13965.44 14309.16 14658.32 14628.78 14268.66 15191.35 16483.97 17630.64 18220.34 17558.19 16791.58 15775.73 15332.46 15519.55 15476.83 15572.77 17778.77 19412.77 20594.12 20861.75 22130.3 22499.04 23056.28 23651.87 24655.9 24715.29 25401.69 27240.14 26818.49 28536.03 33186.36 33769.59 35646.63 36649.75 37791.9 39076.1 40006.07 41521.41 42447.21 44890.98 46091.56 47334.43 49208.01 50235.64 51466.15 53759.42 54871.21 55991.08 57486.62 59558.87 62274.75 65532.64 66846.8 68953.06 72992.84 74356.14 75840.83 80090.87 85484.64 90508.07 92045.49 94043.54 97286.25 100056.5 103307.67 106615.31 111006.52 113009.85 113682.43 115303.98 121423.09 122201.76 108508.12 65704.8 67973.05 76174.96 80606.9 131154.45 156238.17 156335.95 154677.28 155753.69 159626.72 161480.32 162726.29 164951.63 165976.29 168371.21 173034.39 171334.7 171063.8 172599.37 171866.5
"88" 3426.73 3532.17 3655.61 3726.8 3741.7 3752.73 3728.84 3682.7 3741.2 3836.86 3848.78 3873.9 3930.52 3922.93 3889.21 3871.18 3840.54 3872.45 4001.06 4159.64 4337.91 4438.79 4525.6 4714.9 4798.59 4814.51 4873.01 4890.89 4912.36 4965.83 4954.3 4798.64 4663.97 4616.04 4630.3 4670.17 4710.21 4724.72 4672.48 4573.54 4489.04 4449.43 4370.26 4308.11 4401.05 4657.15 4804.57 4937.69 5024.49 5013.69 5022.23 5081.3 5126.58 5009.87 4985.9 4829.04 4836.87 4965.98 5087.43 5222.15 5346.08 5516.08 5619.78 5600.42 5659.39 5901.43 6202.4 6425.27 6589.13 6725.81 6742.38 6669.28 6579.79 6566.66 6576.36 6545.66 6506.99 6462.77 6499.94 6562.17 6669.11 6974.92 7274.39 7382.29 7051.59 6864.65 7390.61 7684.31 7648.63 7404.35 7058.65 7210.46 7729.87 7709.63 7695.74 7843.88 7940.21 8081.59 6763.5 6779.49 6902.28 6793.91 7093.47 6936.96 8359.18 8612.65 8874.13 9447.08 9731.74 9531.6 9608.67 9791.05 10182.77 10229.19 10395.15 10766.39 11004.39 11340.55 11411.69 11128.58 11824.97 12959.05 13832.13 13635.15 13073.93 12493.32 11953.72 11643.69 11609.2 11690.98 12667.42 14233.04 15792.05 16380.9 16692.4 17556.9 17991.47 18255.69 18969.72 20001.15 19789.99 20464.14 22158.68 21984.13 23292 27350.06 27707.2 28895.52 30189.73 31240.9 32406.49 33221.29 34433.19 35326.79 37467.42 38533.24 39738.05 41333.72 42251.94 43219.13 45252.35 46624.61 47759.2 49023.57 50846.26 53001.36 56101.11 57189.54 59125.36 62823.71 64038.18 65936.77 70115.61 74952.54 79374.16 81123.71 83019.97 86096.81 88805.39 91994.41 94780.26 98830.44 100938.53 101472.73 103003.94 109080.1 109873.26 97479.29 59228.75 61677.66 69251.85 73462.72 119517.64 142348.41 142864.91 141853.01 142895.2 146519.37 148689.74 149714.99 151902.54 152772.27 155105.24 159634.15 157683.98 157040.08 158777.49
